trade_id,ticker,lane,record_class,evidence_quality,why_picked,final_pnl_pct,first_negative_time,executable_exit_before_negative,executable_profit_sell_before_final_loss,protections_failed_or_missing,failure_category,confidence,notes
70,BA,bullish_pullback_observation,main_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_pullback_observation; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=51.165; direction=90.7; quality=62.5; tech=86.476; ret5=-2.1866; debit_width=38.8%; fill_degradation=42.7%; worst_leg_spread=90.0%,-91.7706,,False,False,"['fill_degradation_ge_20', 'worst_leg_spread_ge_20', 'bullish_pullback_not_keep_bucket', 'bullish_pullback_ret5_lt_minus_2']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: fill_degradation_ge_20, worst_leg_spread_ge_20, bullish_pullback_not_keep_bucket, bullish_pullback_ret5_lt_minus_2"
292,NFLX,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=54.3; direction=94.0; quality=87.5; tech=92.9787; ret5=4.2758; debit_width=47.8%; fill_degradation=17.8%; worst_leg_spread=2.1%,-91.7113,,False,False,"['debit_gt_45_width', 'lane_ticker_quarantine']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: debit_gt_45_width, lane_ticker_quarantine"
469,NVDA,bullish_momentum,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_momentum; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=41.38; direction=80.4; quality=71.7; tech=86.6285; ret5=6.649; debit_width=26.7%; fill_degradation=9.9%; worst_leg_spread=2.2%,-91.5769,,False,False,['lane_ticker_quarantine'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: lane_ticker_quarantine
352,SLB,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=47.46; direction=86.8; quality=74.4; tech=93.4236; ret5=5.4576; debit_width=38.1%; fill_degradation=44.9%; worst_leg_spread=142.9%,-91.1963,,False,False,"['fill_degradation_ge_20', 'worst_leg_spread_ge_20', 'lane_ticker_quarantine']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: fill_degradation_ge_20, worst_leg_spread_ge_20, lane_ticker_quarantine"
405,IWM,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=87.53; direction=91.4; quality=84.7; tech=97.2812; ret5=2.681; debit_width=30.0%; fill_degradation=8.6%; worst_leg_spread=4.1%,-90.8966,,False,False,['lane_ticker_quarantine'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: lane_ticker_quarantine
398,BA,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=54.205; direction=93.9; quality=69.4; tech=98.0492; ret5=4.3891; debit_width=27.8%; fill_degradation=14.6%; worst_leg_spread=20.5%,-90.8782,,False,False,['worst_leg_spread_ge_20'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: worst_leg_spread_ge_20
359,SLB,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=49.17; direction=88.6; quality=75.5; tech=99.2867; ret5=3.9094; debit_width=36.5%; fill_degradation=39.7%; worst_leg_spread=101.8%,-90.8083,,False,False,"['fill_degradation_ge_20', 'worst_leg_spread_ge_20', 'lane_ticker_quarantine']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: fill_degradation_ge_20, worst_leg_spread_ge_20, lane_ticker_quarantine"
489,NVDA,bullish_momentum,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_momentum; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=56.01; direction=95.8; quality=72.4; tech=98.8982; ret5=11.461; debit_width=33.4%; fill_degradation=13.6%; worst_leg_spread=2.9%,-90.6439,,False,False,['lane_ticker_quarantine'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: lane_ticker_quarantine
288,NFLX,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=55.44; direction=95.2; quality=72.6; tech=94.4308; ret5=4.4091; debit_width=33.1%; fill_degradation=14.2%; worst_leg_spread=11.4%,-90.1138,,False,False,['lane_ticker_quarantine'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: lane_ticker_quarantine
84,MSTR,bullish_pullback_observation,main_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_pullback_observation; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=57.815; direction=97.7; quality=67.9; tech=74.4236; ret5=-1.3269; debit_width=33.3%; fill_degradation=35.6%; worst_leg_spread=9.6%,-88.3055,2026-05-30 23:30:07.848742-06:00,False,False,"['fill_degradation_ge_20', 'bullish_pullback_not_keep_bucket']",entry_guardrail_now_blocks,medium,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: fill_degradation_ge_20, bullish_pullback_not_keep_bucket"
263,XLK,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=93.91; direction=95.8; quality=67.5; tech=99.0338; ret5=5.7811; debit_width=60.0%; fill_degradation=60.5%; worst_leg_spread=58.0%,-87.116,,False,False,"['debit_gt_45_width', 'fill_degradation_ge_20', 'worst_leg_spread_ge_20', 'lane_ticker_quarantine']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: debit_gt_45_width, fill_degradation_ge_20, worst_leg_spread_ge_20, lane_ticker_quarantine"
173,XLK,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=76.945; direction=84.1; quality=59.7; tech=71.047; ret5=6.1466; debit_width=53.7%; fill_degradation=24.6%; worst_leg_spread=30.4%,-84.8311,,False,False,"['debit_gt_45_width', 'fill_degradation_ge_20', 'worst_leg_spread_ge_20', 'lane_ticker_quarantine']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: debit_gt_45_width, fill_degradation_ge_20, worst_leg_spread_ge_20, lane_ticker_quarantine"
284,NFLX,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=51.83; direction=91.4; quality=71.3; tech=93.228; ret5=3.3697; debit_width=29.6%; fill_degradation=9.5%; worst_leg_spread=2.7%,-84.7725,,False,False,['lane_ticker_quarantine'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: lane_ticker_quarantine
93,GOOGL,bullish_pullback_observation,main_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_pullback_observation; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=53.635; direction=93.3; quality=58.4; tech=66.8623; ret5=-1.003; debit_width=41.4%; fill_degradation=13.3%; worst_leg_spread=7.6%,-83.6131,2026-05-30 23:29:57.643920-06:00,False,False,[],research_backfill_lane_weakness,medium,research/backfill row; not live-production proof
485,COIN,bullish_momentum,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_momentum; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=54.68; direction=94.4; quality=82.0; tech=98.9864; ret5=5.0013; debit_width=28.4%; fill_degradation=24.1%; worst_leg_spread=12.9%,-82.8176,,False,False,"['fill_degradation_ge_20', 'lane_ticker_quarantine']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: fill_degradation_ge_20, lane_ticker_quarantine"
252,COIN,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=54.68; direction=94.4; quality=75.1; tech=98.9864; ret5=5.0013; debit_width=28.4%; fill_degradation=24.1%; worst_leg_spread=12.9%,-82.8176,,False,False,['fill_degradation_ge_20'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: fill_degradation_ge_20
481,COIN,bullish_momentum,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_momentum; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=50.5; direction=90.0; quality=82.5; tech=87.6675; ret5=5.1817; debit_width=45.7%; fill_degradation=20.3%; worst_leg_spread=9.8%,-82.7718,,False,False,"['debit_gt_45_width', 'fill_degradation_ge_20', 'lane_ticker_quarantine']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: debit_gt_45_width, fill_degradation_ge_20, lane_ticker_quarantine"
525,GOOGL,tracked_winner_observation,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=tracked_winner_observation; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=22.475; direction=60.5; quality=58.5; tech=69.5172; ret5=0.7739; debit_width=32.7%; fill_degradation=14.2%; worst_leg_spread=7.8%,-82.6818,2026-05-31 13:09:23.927871-06:00,False,False,[],research_backfill_lane_weakness,medium,research/backfill row; not live-production proof
123,GOOGL,tracked_winner_primary,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=tracked_winner_primary; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=22.475; direction=60.5; quality=58.5; tech=69.5172; ret5=0.7739; debit_width=32.7%; fill_degradation=14.2%; worst_leg_spread=7.8%,-82.6818,2026-05-31 13:09:31.941925-06:00,False,False,[],research_backfill_lane_weakness,medium,research/backfill row; not live-production proof
72,BA,bullish_pullback_observation,main_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_pullback_observation; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=49.455; direction=88.9; quality=64.1; tech=86.1382; ret5=-2.1769; debit_width=38.5%; fill_degradation=33.7%; worst_leg_spread=33.9%,-82.4062,,False,False,"['fill_degradation_ge_20', 'worst_leg_spread_ge_20', 'bullish_pullback_not_keep_bucket', 'bullish_pullback_ret5_lt_minus_2']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: fill_degradation_ge_20, worst_leg_spread_ge_20, bullish_pullback_not_keep_bucket, bullish_pullback_ret5_lt_minus_2"
521,GOOGL,tracked_winner_observation,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=tracked_winner_observation; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=23.235; direction=61.3; quality=58.4; tech=80.7883; ret5=1.1506; debit_width=31.4%; fill_degradation=12.9%; worst_leg_spread=10.1%,-81.9462,2026-05-31 13:09:32.172849-06:00,False,False,[],research_backfill_lane_weakness,medium,research/backfill row; not live-production proof
119,GOOGL,tracked_winner_primary,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=tracked_winner_primary; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=23.235; direction=61.3; quality=58.4; tech=80.7883; ret5=1.1506; debit_width=31.4%; fill_degradation=12.9%; worst_leg_spread=10.1%,-81.9462,2026-05-31 13:09:32.269802-06:00,False,False,[],research_backfill_lane_weakness,medium,research/backfill row; not live-production proof
402,TSLA,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=59.62; direction=99.6; quality=83.6; tech=99.5396; ret5=13.3729; debit_width=29.1%; fill_degradation=11.2%; worst_leg_spread=1.9%,-81.4149,,False,False,[],missing_review_timeline,low,research/backfill row; not live-production proof
482,TSLA,bullish_momentum,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_momentum; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=43.565; direction=82.7; quality=78.2; tech=74.4034; ret5=9.6029; debit_width=28.1%; fill_degradation=22.6%; worst_leg_spread=42.8%,-80.8043,,False,False,"['fill_degradation_ge_20', 'worst_leg_spread_ge_20', 'lane_ticker_quarantine']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: fill_degradation_ge_20, worst_leg_spread_ge_20, lane_ticker_quarantine"
504,GOOGL,tracked_winner_observation,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=tracked_winner_observation; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=32.45; direction=71.0; quality=57.6; tech=77.41; ret5=11.0498; debit_width=31.6%; fill_degradation=18.6%; worst_leg_spread=18.0%,-80.4505,,False,False,[],missing_review_timeline,low,research/backfill row; not live-production proof
44,JPM,legacy_unlabeled,legacy_or_unknown_tracked,limited_legacy_exact_like,playbook=legacy_unlabeled; selection=live_comparable_exact_contract; ev=5.2; direction=67.1; quality=92.4; tech=79.8; ret5=0.6; debit_width=29.5%,-80.098,2026-04-23 08:10:10.340082-06:00,True,True,[],missed_executable_exit_before_negative,medium,stored review history contains a positive executable SELL before the final negative outcome; legacy missed-close audit target
246,XLK,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=97.825; direction=98.5; quality=65.6; tech=97.5667; ret5=9.7686; debit_width=51.5%; fill_degradation=52.5%; worst_leg_spread=61.2%,-79.6284,,False,False,"['debit_gt_45_width', 'fill_degradation_ge_20', 'worst_leg_spread_ge_20', 'lane_ticker_quarantine']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: debit_gt_45_width, fill_degradation_ge_20, worst_leg_spread_ge_20, lane_ticker_quarantine"
75,C,bullish_pullback_observation,main_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_pullback_observation; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=39.1; direction=78.0; quality=65.8; tech=62.5591; ret5=-2.718; debit_width=38.4%; fill_degradation=23.9%; worst_leg_spread=55.1%,-77.7993,,False,False,"['fill_degradation_ge_20', 'worst_leg_spread_ge_20', 'bullish_pullback_not_keep_bucket', 'bullish_pullback_ret5_lt_minus_2']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: fill_degradation_ge_20, worst_leg_spread_ge_20, bullish_pullback_not_keep_bucket, bullish_pullback_ret5_lt_minus_2"
52,MSFT,bullish_pullback_observation,main_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_pullback_observation; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=54.49; direction=94.2; quality=64.1; tech=53.7563; ret5=-1.0731; debit_width=38.0%; fill_degradation=13.3%; worst_leg_spread=5.0%,-76.7197,,False,False,['bullish_pullback_not_keep_bucket'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: bullish_pullback_not_keep_bucket
171,IWM,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=78.685; direction=85.3; quality=53.2; tech=75.337; ret5=4.6327; debit_width=42.0%; fill_degradation=9.1%; worst_leg_spread=4.2%,-76.6128,,False,False,['lane_ticker_quarantine'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: lane_ticker_quarantine
269,SPY,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=58.095; direction=71.1; quality=71.5; tech=83.4491; ret5=2.2677; debit_width=37.8%; fill_degradation=9.3%; worst_leg_spread=1.5%,-76.0966,,False,False,['lane_ticker_quarantine'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: lane_ticker_quarantine
183,MSTR,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=42.71; direction=81.8; quality=60.5; tech=88.1248; ret5=15.7983; debit_width=23.5%; fill_degradation=16.5%; worst_leg_spread=13.3%,-75.7957,,False,False,[],missing_review_timeline,low,research/backfill row; not live-production proof
366,V,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=43.28; direction=82.4; quality=61.8; tech=88.6754; ret5=6.0145; debit_width=26.6%; fill_degradation=29.4%; worst_leg_spread=87.7%,-74.7167,,False,False,"['fill_degradation_ge_20', 'worst_leg_spread_ge_20']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: fill_degradation_ge_20, worst_leg_spread_ge_20"
384,IWM,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=99.275; direction=99.5; quality=75.7; tech=99.0785; ret5=5.4102; debit_width=22.7%; fill_degradation=7.4%; worst_leg_spread=6.6%,-74.2501,,False,False,['lane_ticker_quarantine'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: lane_ticker_quarantine
327,SMCI,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=47.27; direction=86.6; quality=60.4; tech=75.673; ret5=10.9357; debit_width=38.9%; fill_degradation=34.9%; worst_leg_spread=14.0%,-73.9348,,False,False,['fill_degradation_ge_20'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: fill_degradation_ge_20
36,DIA,legacy_unlabeled,legacy_or_unknown_tracked,limited_legacy_exact_like,playbook=legacy_unlabeled; selection=live_comparable_exact_contract; ev=38.3; direction=73.7; quality=64.0; tech=75.2; ret5=0.77; debit_width=29.8%,-73.0805,2026-04-17 11:00:25.609669-06:00,False,False,[],expected_market_risk_or_unclassified,medium,
209,V,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=43.28; direction=82.4; quality=49.9; tech=88.6754; ret5=6.0145; debit_width=24.1%; fill_degradation=19.5%; worst_leg_spread=64.0%,-72.5312,,False,False,['worst_leg_spread_ge_20'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: worst_leg_spread_ge_20
490,COIN,bullish_momentum,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_momentum; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=55.06; direction=94.8; quality=83.6; tech=97.1493; ret5=9.8725; debit_width=21.6%; fill_degradation=16.7%; worst_leg_spread=7.7%,-71.4211,,False,False,['lane_ticker_quarantine'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: lane_ticker_quarantine
265,COIN,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=55.06; direction=94.8; quality=76.7; tech=97.1493; ret5=9.8725; debit_width=21.6%; fill_degradation=16.7%; worst_leg_spread=7.7%,-71.4211,,False,False,[],missing_review_timeline,low,research/backfill row; not live-production proof
215,V,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=37.485; direction=76.3; quality=49.7; tech=87.6119; ret5=5.5547; debit_width=18.3%; fill_degradation=20.9%; worst_leg_spread=33.3%,-71.3823,,False,False,"['fill_degradation_ge_20', 'worst_leg_spread_ge_20']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: fill_degradation_ge_20, worst_leg_spread_ge_20"
460,MSTR,bullish_momentum,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_momentum; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=38.34; direction=77.2; quality=74.6; tech=83.1223; ret5=19.329; debit_width=45.0%; fill_degradation=24.3%; worst_leg_spread=10.3%,-71.053,,False,False,['fill_degradation_ge_20'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: fill_degradation_ge_20
480,TSLA,bullish_momentum,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_momentum; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=40.525; direction=79.5; quality=77.8; tech=73.6984; ret5=7.9029; debit_width=39.0%; fill_degradation=9.9%; worst_leg_spread=2.0%,-71.0353,,False,False,['lane_ticker_quarantine'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: lane_ticker_quarantine
389,DIA,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=78.105; direction=84.9; quality=65.7; tech=88.1827; ret5=2.1241; debit_width=28.1%; fill_degradation=11.0%; worst_leg_spread=12.0%,-68.9526,,False,False,['lane_ticker_quarantine'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: lane_ticker_quarantine
399,IWM,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=78.685; direction=85.3; quality=77.6; tech=96.8856; ret5=1.7509; debit_width=39.3%; fill_degradation=8.6%; worst_leg_spread=1.7%,-68.0996,,False,False,['lane_ticker_quarantine'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: lane_ticker_quarantine
463,WMT,bullish_momentum,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=bullish_momentum; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=41.76; direction=80.8; quality=70.1; tech=83.6153; ret5=5.7763; debit_width=26.6%; fill_degradation=13.7%; worst_leg_spread=29.3%,-67.1088,,False,False,['worst_leg_spread_ge_20'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: worst_leg_spread_ge_20
378,IWM,swing,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=swing; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=79.555; direction=85.9; quality=77.4; tech=96.2563; ret5=3.158; debit_width=31.7%; fill_degradation=8.8%; worst_leg_spread=4.5%,-66.9481,,False,False,['lane_ticker_quarantine'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: lane_ticker_quarantine
261,QQQ,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=66.36; direction=76.8; quality=69.1; tech=87.0582; ret5=2.7222; debit_width=47.5%; fill_degradation=11.2%; worst_leg_spread=1.0%,-66.5288,,False,False,['debit_gt_45_width'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: debit_gt_45_width
155,AMZN,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=57.625; direction=97.5; quality=61.0; tech=95.4049; ret5=6.8692; debit_width=26.6%; fill_degradation=10.1%; worst_leg_spread=9.9%,-65.0746,,False,False,[],missing_review_timeline,low,research/backfill row; not live-production proof
262,SPY,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=45.915; direction=62.7; quality=71.7; tech=84.5288; ret5=1.1556; debit_width=46.7%; fill_degradation=8.9%; worst_leg_spread=1.1%,-64.8,,False,False,"['debit_gt_45_width', 'lane_ticker_quarantine']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: debit_gt_45_width, lane_ticker_quarantine"
501,GOOGL,tracked_winner_observation,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=tracked_winner_observation; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=26.655; direction=64.9; quality=57.7; tech=75.7253; ret5=11.989; debit_width=25.6%; fill_degradation=23.3%; worst_leg_spread=25.0%,-64.3196,,False,False,"['fill_degradation_ge_20', 'worst_leg_spread_ge_20']",entry_guardrail_now_blocks,low,"research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: fill_degradation_ge_20, worst_leg_spread_ge_20"
184,IWM,short_term,all_lanes_zero_pick_research_backfill,limited_research_backfill,playbook=short_term; event=historical_backfill_scan_pick; selection=historical_chain_native_exact_contract; candidate=historical_exact_backfill_candidate; ev=69.26; direction=78.8; quality=52.3; tech=95.8401; ret5=2.0633; debit_width=29.5%; fill_degradation=8.0%; worst_leg_spread=6.1%,-63.8464,,False,False,['lane_ticker_quarantine'],entry_guardrail_now_blocks,low,research/backfill row; not live-production proof; current promoted entry guardrails would block or flag this row: lane_ticker_quarantine
